experimento,hilo,tiempo_obtener_logger_ns,timestamp_ns,mensaje,tiempo_escritura_ns,tiempo_total_registro_ns
6,3,1272800,1223725716626100,3,9097200,
6,1,1488800,1223725718305800,6,3181000,
6,2,1604900,1223725720053500,7,6527700,
6,4,964600,1223725722052100,3,10275700,
6,2,1604900,1223725723556000,8,3491000,
6,1,1488800,1223725725293600,7,6977800,
6,3,1272800,1223725726775500,4,10131800,
6,1,1488800,1223725728052900,8,2747200,
6,2,1604900,1223725729366000,9,5798100,
6,4,964600,1223725731130000,4,9064600,
6,2,1604900,1223725732944000,10,3565800,
6,1,1488800,1223725734526200,9,6463100,
6,3,1272800,1223725736293600,5,9506900,
6,1,1488800,1223725738070300,10,3534300,
6,2,1604900,1223725739897900,11,6883500,
6,4,964600,1223725741416300,5,10275200,
6,2,1604900,1223725743108600,12,3198700,
6,1,1488800,1223725744844000,11,6746200,
6,3,1272800,1223725746206700,6,9902800,
6,1,1488800,1223725748112100,12,3257000,
6,2,1604900,1223725749997800,13,6878700,
6,4,964600,1223725751693500,6,10251000,
6,2,1604900,1223725753773300,14,3762500,
6,1,1488800,1223725755833200,13,7710000,
6,3,1272800,1223725757704800,7,11488300,
6,1,1488800,1223725759544900,14,3693800,
6,4,964600,1223725761086100,7,9378700,
6,3,1272800,1223725762871900,8,5155200,
6,4,964600,1223725764745500,8,3641100,
6,3,1272800,1223725766133500,9,3248600,
6,4,964600,1223725767938600,9,3179400,
6,3,1272800,1223725769478300,10,3332900,
6,4,964600,1223725771542700,10,3592300,
6,3,1272800,1223725773276200,11,3768100,
6,4,964600,1223725775259000,11,3686800,
6,3,1272800,1223725777012600,12,3725300,
6,4,964600,1223725778717400,12,3329000,
6,3,1272800,1223725780294500,13,3270400,
6,4,964600,1223725781632800,13,2904100,
6,3,1272800,1223725783343400,14,3038100,
6,4,964600,1223725784492700,14,2850600,
6,1,1488800,,,TOTAL,,158240300
6,2,1604900,,,TOTAL,,152281800
6,3,1272800,,,TOTAL,,181908900
6,4,964600,,,TOTAL,,183159000
7,2,1006300,1223726067952800,0,40003200,
7,1,1021200,1223726069169600,0,41229000,
7,3,959600,1223726070298400,0,42320300,
7,4,860100,1223726071303500,0,43291800,
7,3,959600,1223726072013600,1,1701900,
7,2,1006300,1223726072590000,1,3315300,
7,1,1021200,1223726073426800,1,4149500,
7,2,1006300,1223726074270200,2,1675400,
7,3,959600,1223726075145200,2,3121900,
7,4,860100,1223726075911000,1,4595000,
7,3,959600,1223726076571700,3,1421300,
7,2,1006300,1223726077196700,3,2921200,
7,1,1021200,1223726077785300,2,4351900,
7,2,1006300,1223726078437200,4,1235700,
7,3,959600,1223726079183800,4,2606700,
7,4,860100,1223726079945500,2,4029100,
7,3,959600,1223726080759100,5,1570100,
7,2,1006300,1223726081736700,5,3294800,
7,1,1021200,1223726082564300,3,4774800,
7,2,1006300,1223726083234700,6,1492100,
7,3,959600,1223726084115600,6,3351800,
7,4,860100,1223726084859200,3,4908500,
7,3,959600,1223726085642600,7,1519700,
7,2,1006300,1223726086502000,7,3262700,
7,1,1021200,1223726087282200,4,4712200,
7,2,1006300,1223726088008800,8,1499600,
7,3,959600,1223726088870500,8,3222300,
7,4,860100,1223726089584800,4,4719200,
7,3,959600,1223726090210300,9,1324900,
7,2,1006300,1223726091042000,9,3027700,
7,1,1021200,1223726092005900,5,4718600,
7,1,1021200,1223726092842100,6,829400,
7,2,1006300,1223726093698500,10,2648400,
7,3,959600,1223726094549400,10,4334400,
7,4,860100,1223726095266900,5,5677100,
7,3,959600,1223726096017700,11,1450500,
7,2,1006300,1223726096544200,11,2810800,
7,1,1021200,1223726097494100,7,4637900,
7,2,1006300,1223726098505400,12,1956600,
7,2,1006300,1223726099270000,13,759400,
7,3,959600,1223726100168700,12,4145600,
7,4,860100,1223726101046200,6,5773100,
7,3,959600,1223726101912300,13,1737400,
7,3,959600,1223726102823500,14,905300,
7,2,1006300,1223726103755500,14,4480500,
7,1,1021200,1223726104563100,8,7063800,
7,1,1021200,1223726105363800,9,795200,
7,4,860100,1223726106271500,7,5214800,
7,1,1021200,1223726107295500,10,1925900,
7,4,860100,1223726107941500,8,1663000,
7,1,1021200,1223726108757500,11,1429400,
7,4,860100,1223726109523400,9,1574900,
7,1,1021200,1223726110364800,12,1601500,
7,4,860100,1223726111165500,10,1637000,
7,1,1021200,1223726111999100,13,1629100,
7,4,860100,1223726112668300,11,1415800,
7,1,1021200,1223726113235100,14,1230000,
7,4,860100,1223726113915800,12,1242700,
7,4,860100,1223726114509600,13,588800,
7,4,860100,1223726115126100,14,612000,
7,1,1021200,,,TOTAL,,85301700
7,2,1006300,,,TOTAL,,75812600
7,3,959600,,,TOTAL,,74854700
7,4,860100,,,TOTAL,,87119600
8,1,776900,1223726573091700,0,36831300,
8,3,648900,1223726573976700,0,37639400,
8,3,648900,1223726574937600,1,952100,
8,2,838200,1223726575847400,0,39486700,
8,4,498400,1223726576390000,0,40106500,
8,2,838200,1223726577039900,1,1173500,
8,3,648900,1223726577855000,2,2912500,
8,1,776900,1223726578709600,1,4783900,
8,3,648900,1223726579642400,3,1782000,
8,2,838200,1223726580474900,2,3426500,
8,4,498400,1223726581288800,1,4891800,
8,2,838200,1223726582024900,3,1544800,
8,3,648900,1223726582886000,4,3238000,
8,1,776900,1223726583635100,2,4920600,
8,3,648900,1223726584314000,5,1422700,
8,2,838200,1223726585015700,4,2985900,
8,4,498400,1223726585749900,2,4456000,
8,2,838200,1223726586258400,5,1238300,
8,3,648900,1223726586966400,6,2647400,
8,1,776900,1223726587734300,3,4094700,
8,3,648900,1223726588411700,7,1439600,
8,2,838200,1223726589061200,6,2784100,
8,4,498400,1223726589754800,3,3997800,
8,2,838200,1223726590351600,7,1285500,
8,3,648900,1223726590971300,8,2547200,
8,1,776900,1223726591773000,4,4034000,
8,3,648900,1223726592343600,9,1368000,
8,2,838200,1223726593081000,8,2724800,
8,4,498400,1223726593745500,4,3985700,
8,2,838200,1223726594282400,9,1196500,
8,3,648900,1223726595258900,10,2910600,
8,3,648900,1223726596034500,11,741800,
8,1,776900,1223726596783800,5,5004800,
8,3,648900,1223726597487100,12,1446400,
8,2,838200,1223726598253700,10,3966700,
8,4,498400,1223726599038700,5,5287600,
8,4,498400,1223726599862800,6,819400,
8,2,838200,1223726600481400,11,2209000,
8,3,648900,1223726601354100,13,3862400,
8,1,776900,1223726602143600,6,5354800,
8,3,648900,1223726603075400,14,1716200,
8,2,838200,1223726603817600,12,3332100,
8,4,498400,1223726604421400,7,4554000,
8,2,838200,1223726605107300,13,1285400,
8,2,838200,1223726605761500,14,649600,
8,1,776900,1223726606348400,7,4199100,
8,4,498400,1223726607017900,8,2591400,
8,1,776900,1223726607725600,8,1372300,
8,1,776900,1223726608432400,9,702600,
8,4,498400,1223726609063000,9,2041000,
8,1,776900,1223726609788600,10,1352300,
8,4,498400,1223726610593200,10,1525600,
8,1,776900,1223726611214700,11,1396600,
8,4,498400,1223726611800200,11,1188700,
8,1,776900,1223726612546700,12,1327400,
8,1,776900,1223726613426300,13,875100,
8,4,498400,1223726614223100,12,2370100,
8,1,776900,1223726615038100,14,1606700,
8,4,498400,1223726615603300,13,1374900,
8,4,498400,1223726616392400,14,785500,
8,1,776900,,,TOTAL,,78783500
8,2,838200,,,TOTAL,,69405400
8,3,648900,,,TOTAL,,66742800
8,4,498400,,,TOTAL,,80114000
9,1,793000,1223727073919000,0,44203100,
9,2,859600,1223727074905900,0,45084000,
9,3,772600,1223727075897800,0,46122900,
9,4,670600,1223727076586400,0,46833800,
9,3,772600,1223727077236400,1,1329200,
9,1,793000,1223727078085100,1,3180900,
9,2,859600,1223727079117700,1,4201800,
9,1,793000,1223727079817100,2,1727000,
9,3,772600,1223727080851800,2,3608900,
9,3,772600,1223727081670200,3,792700,
9,3,772600,1223727082425400,4,749400,
9,4,670600,1223727083484300,1,6889600,
9,4,670600,1223727084252600,2,758200,
9,3,772600,1223727085118500,5,2679900,
9,3,772600,1223727086521400,6,1395300,
9,1,793000,1223727087631100,3,7808200,
9,2,859600,1223727088495500,2,9371900,
9,1,793000,1223727089289700,4,1650500,
9,3,772600,1223727089893900,7,3363600,
9,4,670600,1223727090574200,3,6316000,
9,3,772600,1223727091403400,8,1504600,
9,1,793000,1223727092000000,5,2704300,
9,2,859600,1223727092860300,3,4357100,
9,1,793000,1223727093685900,6,1680900,
9,3,772600,1223727094543200,9,3134200,
9,4,670600,1223727095346500,4,4767100,
9,3,772600,1223727096136500,10,1585700,
9,1,793000,1223727096912000,7,3220000,
9,2,859600,1223727097474700,4,4609300,
9,1,793000,1223727098015200,8,1097300,
9,3,772600,1223727098546300,11,2361900,
9,4,670600,1223727099425500,5,4072500,
9,3,772600,1223727100386400,12,1835400,
9,1,793000,1223727101117100,9,3097200,
9,2,859600,1223727102580500,5,5100500,
9,1,793000,1223727103328700,10,2204900,
9,3,772600,1223727104050500,13,3659000,
9,4,670600,1223727104813100,6,5381700,
9,3,772600,1223727105583600,14,1526700,
9,1,793000,1223727106348100,11,2994200,
9,1,793000,1223727107151900,12,798600,
9,2,859600,1223727108082300,6,5493800,
9,2,859600,1223727109101300,7,1013400,
9,2,859600,1223727110284000,8,1177100,
9,2,859600,1223727110945600,9,654700,
9,1,793000,1223727111780300,13,4623300,
9,4,670600,1223727112497100,7,7678000,
9,4,670600,1223727113184400,8,682700,
9,1,793000,1223727113992300,14,2206400,
9,2,859600,1223727114810200,10,3859000,
9,4,670600,1223727115567200,9,2378000,
9,2,859600,1223727116452000,11,1629200,
9,4,670600,1223727117061500,10,1489300,
9,2,859600,1223727117671300,12,1212400,
9,4,670600,1223727118392700,11,1318900,
9,4,670600,1223727119200400,12,800700,
9,2,859600,1223727120168100,13,2443200,
9,4,670600,1223727120757900,13,1550500,
9,2,859600,1223727121386500,14,1212000,
9,4,670600,1223727122577000,14,1814700,
9,1,793000,,,TOTAL,,84282900
9,2,859600,,,TOTAL,,91569800
9,3,772600,,,TOTAL,,75814100
9,4,670600,,,TOTAL,,92830000
10,3,1307700,1223727497960500,0,83850800,
10,4,1083500,1223727499798800,0,85763300,
10,2,1588300,1223727501916800,0,87767400,
10,1,1432200,1223727504923100,0,90930600,
10,2,1588300,1223727506611200,1,4670200,
